ID,Start,End,Speaker,Text,Source
1947,56:54,56:55,DM,"Jesus,",session04-part01.m4a.csv
1948,56:55,56:56,DM,that's a terrible roll there.,session04-part01.m4a.csv
1949,56:58,56:59,DM,13 does not hit.,session04-part01.m4a.csv
1950,56:59,56:59,DM,Nope.,session04-part01.m4a.csv
1951,57:00,57:00,DM,Nope.,session04-part01.m4a.csv
1952,57:03,57:04,Delmar,"I mean,",session04-part01.m4a.csv
1953,57:04,57:06,Delmar,"a crow head being able to dodge an owl head,",session04-part01.m4a.csv
1954,57:06,57:07,Delmar,"I mean,",session04-part01.m4a.csv
1955,57:07,57:07,Delmar,I could see it.,session04-part01.m4a.csv
1956,57:07,57:07,Delmar,Yep.,session04-part01.m4a.csv
1957,57:08,57:08,Delmar,"Just like,",session04-part01.m4a.csv
1958,57:08,57:09,DM,"nope,",session04-part01.m4a.csv
1959,57:09,57:10,DM,"nope,",session04-part01.m4a.csv
1960,57:10,57:10,DM,nope.,session04-part01.m4a.csv
1961,57:10,57:11,DM,"And the second one,",session04-part01.m4a.csv
1962,57:11,57:13,DM,this one does almost certainly hit.,session04-part01.m4a.csv
1963,57:14,57:15,DM,This is a 27.,session04-part01.m4a.csv
1964,57:16,57:16,DM,That hits.,session04-part01.m4a.csv
1965,57:17,57:17,DM,Yep.,session04-part01.m4a.csv
1966,57:18,57:21,DM,And he's going to do 13 bludgeoning damage to you.,session04-part01.m4a.csv
1967,57:21,57:22,DM,I'm going to use my reaction.,session04-part01.m4a.csv
1968,57:23,57:23,Speaker 1,Okay.,session04-part01.m4a.csv
1969,57:24,57:24,Crissdalyn,"Ooh,",session04-part01.m4a.csv
1970,57:24,57:26,Crissdalyn,I might use a focus point.,session04-part01.m4a.csv
1971,57:26,57:27,Crissdalyn,"So 9 and 8,",session04-part01.m4a.csv
1972,57:27,57:28,Crissdalyn,so 17.,session04-part01.m4a.csv
1973,57:29,57:32,Crissdalyn,And I might actually use a focus point to deflect some of that back to him.,session04-part01.m4a.csv
1974,57:33,57:33,DM,Okay.,session04-part01.m4a.csv
1975,57:34,57:35,DM,So you did 13 damage.,session04-part01.m4a.csv
1976,57:35,57:36,DM,You can deflect up to 17.,session04-part01.m4a.csv
1977,57:37,57:39,Crissdalyn,I'm looking it up right now.,session04-part01.m4a.csv
1978,57:39,57:40,Crissdalyn,"I've never done the deflect back,",session04-part01.m4a.csv
1979,57:41,57:42,Crissdalyn,so I'm not sure how it works.,session04-part01.m4a.csv
1980,57:43,57:45,Delmar,"So essentially she sees the headbutt coming,",session04-part01.m4a.csv
1981,57:46,57:47,Delmar,"realizes she's not going to be able to move it away,",session04-part01.m4a.csv
1982,57:48,57:49,Delmar,and just sides would meet it with their own headbutt?,session04-part01.m4a.csv
1983,57:51,57:52,Crissdalyn,You can reduce the damage to...,session04-part01.m4a.csv
1984,57:53,57:55,Crissdalyn,"If you reduce the damage to zero via deflect attacks,",session04-part01.m4a.csv
1985,57:55,57:58,Crissdalyn,you can send one focus point to redirect some of the attack's force.,session04-part01.m4a.csv
1986,57:58,58:02,Crissdalyn,"If you do choose a creature within five feet of you,",session04-part01.m4a.csv
1987,58:02,58:02,Crissdalyn,"if it's melee,",session04-part01.m4a.csv
1988,58:03,58:04,Crissdalyn,"or a creature you can see within 60 feet,",session04-part01.m4a.csv
1989,58:04,58:06,Crissdalyn,"if it was took behind total cover,",session04-part01.m4a.csv
1990,58:06,58:12,Crissdalyn,the creature must succeed a DC 13 dex saving throw or take two D6 plus four damage.,session04-part01.m4a.csv
1991,58:12,58:13,Speaker 1,Okay.,session04-part01.m4a.csv
1992,58:14,58:14,DM,Sorry.,session04-part01.m4a.csv
1993,58:16,58:17,DM,So he has to beat a dex save?,session04-part01.m4a.csv
1994,58:17,58:18,Speaker 1,Dex 13.,session04-part01.m4a.csv
1995,58:20,58:20,DM,"Ooh,",session04-part01.m4a.csv
1996,58:20,58:21,DM,rolled bad.,session04-part01.m4a.csv
1997,58:22,58:23,DM,Dex 13.,session04-part01.m4a.csv
1998,58:23,58:24,DM,"Oh,",session04-part01.m4a.csv
1999,58:24,58:25,DM,"but his saves are high,",session04-part01.m4a.csv
2000,58:25,58:26,DM,so he goes 17.,session04-part01.m4a.csv
2001,58:27,58:32,Jean Claude,"I've got a lot of those adds for like some things that are just like Yeah,",session04-part01.m4a.csv
2002,58:32,58:34,Jean Claude,so you deflected How much damage did I get?,session04-part01.m4a.csv
2003,58:35,58:36,Jean Claude,17.,session04-part01.m4a.csv
2004,58:36,58:36,Jean Claude,17.,session04-part01.m4a.csv
2005,58:37,58:39,Jean Claude,I guess anything earlier.,session04-part01.m4a.csv
2006,58:40,58:42,Jean Claude,Do it yourself.,session04-part01.m4a.csv
2007,58:42,58:43,Speaker 1,So I don't take any damage.,session04-part01.m4a.csv
2008,58:44,58:45,DM,Okay.,session04-part01.m4a.csv
2009,58:45,58:47,DM,First attack missed.,session04-part01.m4a.csv
2010,58:47,58:48,DM,"So for the third,",session04-part01.m4a.csv
2011,58:49,58:51,DM,he comes for this one.,session04-part01.m4a.csv
2012,58:52,58:53,DM,"I know I was like,",session04-part01.m4a.csv
2013,58:53,58:54,DM,we got out the grapple?,session04-part01.m4a.csv
2014,58:54,58:54,DM,No.,session04-part01.m4a.csv
2015,58:56,58:59,DM,"He's tossing one of the deck all held in the grapple,",session04-part01.m4a.csv
2016,59:00,59:02,DM,tossing a dagger towards you.,session04-part01.m4a.csv
2017,59:02,59:02,DM,"Oh,",session04-part01.m4a.csv
2018,59:03,59:03,DM,okay.,session04-part01.m4a.csv
2019,59:04,59:06,DM,You just hear this through the air.,session04-part01.m4a.csv
2020,59:06,59:10,DM,It looks just a streak of silver and leather towards you.,session04-part01.m4a.csv
2021,59:11,59:13,DM,I think this will be great.,session04-part01.m4a.csv
2022,59:14,59:16,Jean Claude,That's a big hit there.,session04-part01.m4a.csv
2023,59:16,59:17,Jean Claude,Very portable.,session04-part01.m4a.csv
2024,59:18,59:19,DM,29 to hit.,session04-part01.m4a.csv
2025,59:20,59:21,DM,Yeah.,session04-part01.m4a.csv
2026,59:22,59:24,DM,And you're going to be taking a 8.,session04-part01.m4a.csv
2027,59:25,59:26,DM,And kill the battery.,session04-part01.m4a.csv
2028,59:26,59:26,Jean Claude,All right.,session04-part01.m4a.csv
2029,59:27,59:32,Jean Claude,"I could cook an egg,",session04-part01.m4a.csv
2030,59:32,59:32,Jean Claude,all this thing.,session04-part01.m4a.csv
2031,59:33,59:34,Speaker 1,11 fourth damage.,session04-part01.m4a.csv
2032,59:35,59:37,DM,So 19 total.,session04-part01.m4a.csv
2033,59:37,59:37,DM,"Yeah,",session04-part01.m4a.csv
2034,59:37,59:38,DM,"yeah,",session04-part01.m4a.csv
2035,59:38,59:38,Speaker 1,yeah.,session04-part01.m4a.csv
2036,59:38,59:39,DM,"And the dagger hits you,",session04-part01.m4a.csv
2037,59:39,59:41,DM,"and then as you see it impact,",session04-part01.m4a.csv
2038,59:42,59:45,DM,it just kind of disappears into smoke and reappears in his hand a moment later.,session04-part01.m4a.csv
2039,59:47,59:47,DM,"Oh,",session04-part01.m4a.csv
2040,59:47,59:48,DM,it's one of those daggers.,session04-part01.m4a.csv
2041,59:48,59:48,DM,"Oh,",session04-part01.m4a.csv
2042,59:48,59:48,DM,shit.,session04-part01.m4a.csv
2043,59:49,59:50,DM,And he's going to do that again.,session04-part01.m4a.csv
2044,59:51,59:52,Delmar,Okay.,session04-part01.m4a.csv
2045,59:52,59:52,Delmar,"Come on,",session04-part01.m4a.csv
2046,59:53,59:53,Delmar,do it again.,session04-part01.m4a.csv
2047,59:54,59:58,Delmar,Delmar's smiling and then just eats a huge blade to the side of his face.,session04-part01.m4a.csv
2048,59:58,59:58,Delmar,Blood.,session04-part01.m4a.csv
2049,59:59,59:59,Delmar,Oh.,session04-part01.m4a.csv
2050,1:00:00,1:00:00,Delmar,On the shoulder?,session04-part02.m4a.csv
2051,1:00:00,1:00:00,Delmar,Okay.,session04-part02.m4a.csv
2052,1:00:01,1:00:01,Delmar,"Then it's like,",session04-part02.m4a.csv
2053,1:00:01,1:00:03,Delmar,I'm glad I took my jacket off.,session04-part02.m4a.csv
2054,1:00:03,1:00:04,Delmar,"Like,",session04-part02.m4a.csv
2055,1:00:04,1:00:05,Delmar,"this hits and you see,",session04-part02.m4a.csv
2056,1:00:05,1:00:06,Delmar,"like,",session04-part02.m4a.csv
2057,1:00:06,1:00:07,Delmar,a good splash of blood.,session04-part02.m4a.csv
2058,1:00:07,1:00:08,Delmar,Yeah.,session04-part02.m4a.csv
2059,1:00:08,1:00:08,Delmar,"Like,",session04-part02.m4a.csv
2060,1:00:08,1:00:09,Delmar,I'm at 12 HP.,session04-part02.m4a.csv
2061,1:00:11,1:00:11,Speaker 1,That hit hard.,session04-part02.m4a.csv
2062,1:00:13,1:00:14,Speaker 1,I hope you...,session04-part02.m4a.csv
2063,1:00:16,1:00:18,DM,I already said he's doing it to you again.,session04-part02.m4a.csv
2064,1:00:19,1:00:19,Delmar,"Right,",session04-part02.m4a.csv
2065,1:00:19,1:00:20,Delmar,right.,session04-part02.m4a.csv
2066,1:00:20,1:00:22,Delmar,The Edelman's Post surprise.,session04-part02.m4a.csv
2067,1:00:24,1:00:26,Perrin,I'm warming up my healing.,session04-part02.m4a.csv
2068,1:00:27,1:00:28,Delmar,"I am going to,",session04-part02.m4a.csv
2069,1:00:28,1:00:32,Delmar,you're going to see Delmar ready for it this time.,session04-part02.m4a.csv
2070,1:00:32,1:00:32,Delmar,"Put a big,",session04-part02.m4a.csv
2071,1:00:32,1:00:33,Delmar,"you know,",session04-part02.m4a.csv
2072,1:00:34,1:00:35,Delmar,"you see him smile,",session04-part02.m4a.csv
2073,1:00:35,1:00:36,Delmar,"and you see his smile get a little bigger,",session04-part02.m4a.csv
2074,1:00:36,1:00:37,Delmar,"a little brighter,",session04-part02.m4a.csv
2075,1:00:37,1:00:39,Delmar,and almost like a shing come off of his teeth.,session04-part02.m4a.csv
2076,1:00:40,1:00:41,Delmar,"And I'm going to burn a luck point,",session04-part02.m4a.csv
2077,1:00:42,1:00:43,Delmar,and you have to roll a disadvantage.,session04-part02.m4a.csv
2078,1:00:45,1:00:46,Delmar,This is one of the few times.,session04-part02.m4a.csv
2079,1:00:46,1:00:47,Delmar,This is my level up moment.,session04-part02.m4a.csv
2080,1:00:47,1:00:48,DM,Do it.,session04-part02.m4a.csv
2081,1:00:52,1:00:53,DM,The one is the one.,session04-part02.m4a.csv
2082,1:00:55,1:00:55,DM,Let's go!,session04-part02.m4a.csv
2083,1:00:56,1:00:57,DM,"That second dagger,",session04-part02.m4a.csv
2084,1:00:57,1:01:02,DM,it It goes high and it just threw the coat in the wall behind me.,session04-part02.m4a.csv
2085,1:01:02,1:01:03,DM,Right through my shirt or whatever?,session04-part02.m4a.csv
2086,1:01:03,1:01:03,DM,"Well,",session04-part02.m4a.csv
2087,1:01:03,1:01:04,DM,that is lucky.,session04-part02.m4a.csv
2088,1:01:05,1:01:06,DM,Extremely lucky.,session04-part02.m4a.csv
2089,1:01:07,1:01:08,DM,That's it for his turn.,session04-part02.m4a.csv
2090,1:01:09,1:01:09,DM,"Oh,",session04-part02.m4a.csv
2091,1:01:09,1:01:09,DM,wait.,session04-part02.m4a.csv
2092,1:01:09,1:01:10,DM,"Actually,",session04-part02.m4a.csv
2093,1:01:10,1:01:11,DM,he has...,session04-part02.m4a.csv
2094,1:01:14,1:01:15,Delmar,"And at that point,",session04-part02.m4a.csv
2095,1:01:15,1:01:17,Delmar,Delmar will pull out his...,session04-part02.m4a.csv
2096,1:01:18,1:01:19,Delmar,He'll pull out the Duchess.,session04-part02.m4a.csv
2097,1:01:20,1:01:22,Perrin,"I think on that note,",session04-part02.m4a.csv
2098,1:01:22,1:01:23,Perrin,as he...,session04-part02.m4a.csv
2099,1:01:23,1:01:24,Perrin,The Red Lady.,session04-part02.m4a.csv
2100,1:01:24,1:01:24,Perrin,My sword.,session04-part02.m4a.csv
2101,1:01:24,1:01:54,Perrin,As he pulls out The Red Lady i think parin's getting a little excited by all this action and he's going to unpack his drum from his baggage and stuff and he's going to start banging out some tunes as you guys are fighting up here and obviously giving you guys bardic inspiration as you as you fight all right and i would like to do healing words on um our friend here as well the admiral you get one free action and uh and then we'll roll initiative things we do in the fight cool I'm just going to support,session04-part02.m4a.csv
2102,1:01:54,1:02:19,Perrin,I'm not going to I mean what are the healing words he can involve me if he wants to I feel like Perrin is kind of like ah this is kind of between these guys and I don't know why the Admiral's getting involved but they know each other like I don't really know what's going on here so I'm not going to like maybe this isn't my place to interfere I'm holding my own now and you are holding your own too so I'm like I'm taking zero damage I'm going to have fun and play a song like we're all a bit tipsy I'll,session04-part02.m4a.csv
2103,1:02:19,1:02:52,DM,play some song make this more fun but anyways I'll just fucking net one You're rolling like me right now Yeah apparently Apparently Although you're doing healing word right Yeah that was the idea Healing word you don't have to roll a d20 to do right It's just like a thing that happens You roll for how much healing Yeah basically yeah you roll for healing Plus your fucking Charisma modifier I think Although that d20 you rolled Could be your initial That was my initiative.,session04-part02.m4a.csv
2104,1:02:53,1:02:53,Perrin,That was the idea.,session04-part02.m4a.csv
2105,1:02:53,1:02:54,Perrin,I go last.,session04-part02.m4a.csv
2106,1:02:55,1:02:56,Perrin,I have awful initiative.,session04-part02.m4a.csv
2107,1:02:57,1:02:59,Perrin,So your mod is like a plus two or three?,session04-part02.m4a.csv
2108,1:02:59,1:03:00,DM,It's a plus four.,session04-part02.m4a.csv
2109,1:03:00,1:03:01,DM,"Okay,",session04-part02.m4a.csv
2110,1:03:01,1:03:01,DM,you got a five.,session04-part02.m4a.csv
2111,1:03:03,1:03:03,Speaker 1,"I mean,",session04-part02.m4a.csv
2112,1:03:03,1:03:03,Speaker 1,I did.,session04-part02.m4a.csv
2113,1:03:08,1:03:09,Perrin,I'm just looking up healing word definition.,session04-part02.m4a.csv
2114,1:03:10,1:03:10,Perrin,But that's what I want to do.,session04-part02.m4a.csv
2115,1:03:10,1:03:16,Perrin,"I want a healing word and I want to just play a song on the drum and give inspiration if you guys need it,",session04-part02.m4a.csv
2116,1:03:16,1:03:17,Perrin,when you need it.,session04-part02.m4a.csv
2117,1:03:18,1:03:45,Delmar,no I got my inspiration back can we say just for the I don't Delmar has no issue against the man but he also realizes he's a little drunk because he threw an actual dagger and fucking you know fucking laced me up really good in one fucking hit I'm like It's all non-lethal.,session04-part02.m4a.csv
2118,1:03:45,1:03:46,Delmar,"I look up to confirm,",session04-part02.m4a.csv
2119,1:03:46,1:03:47,Delmar,but it is all non-lethal.,session04-part02.m4a.csv
2120,1:03:48,1:03:50,Delmar,I appreciate you having to update me.,session04-part02.m4a.csv
2121,1:03:51,1:03:52,DM,I just think you're really stupid.,session04-part02.m4a.csv
2122,1:03:53,1:03:54,DM,He is fighting hard.,session04-part02.m4a.csv
2123,1:03:55,1:03:57,Delmar,"I just took a really,",session04-part02.m4a.csv
2124,1:03:57,1:03:57,Delmar,like...,session04-part02.m4a.csv
2125,1:03:58,1:03:58,DM,"No,",session04-part02.m4a.csv
2126,1:03:58,1:03:58,DM,"no,",session04-part02.m4a.csv
2127,1:03:58,1:03:59,DM,he threw blood.,session04-part02.m4a.csv
2128,1:03:59,1:04:00,Speaker 1,He threw a big hit.,session04-part02.m4a.csv
2129,1:04:00,1:04:02,DM,And you stuck it really tight.,session04-part02.m4a.csv
2130,1:04:02,1:04:04,DM,He's aware of how much he can take before you die.,session04-part02.m4a.csv
2131,1:04:04,1:04:04,DM,"Okay,",session04-part02.m4a.csv
2132,1:04:05,1:04:06,Delmar,"so can we say at least,",session04-part02.m4a.csv
2133,1:04:07,1:04:08,Delmar,"because I know we haven't talked about this,",session04-part02.m4a.csv
2134,1:04:08,1:04:08,Delmar,"like,",session04-part02.m4a.csv
2135,1:04:08,1:04:09,Delmar,maybe this...,session04-part02.m4a.csv
2136,1:04:09,1:04:14,Delmar,"Would you say this is the first time Delmar has engaged in their sparring,",session04-part02.m4a.csv
2137,1:04:14,1:04:15,Delmar,"Or is this,",session04-part02.m4a.csv
2138,1:04:15,1:04:16,Delmar,"would this be like,",session04-part02.m4a.csv
2139,1:04:16,1:04:17,Delmar,this has happened before?,session04-part02.m4a.csv
2140,1:04:18,1:04:18,DM,"I would,",session04-part02.m4a.csv
2141,1:04:18,1:04:19,DM,"I mean,",session04-part02.m4a.csv
2142,1:04:19,1:04:21,DM,I could imagine you and Krystalyn have sparred before.,session04-part02.m4a.csv
2143,1:04:22,1:04:23,DM,"And I don't know,",session04-part02.m4a.csv
2144,1:04:23,1:04:23,DM,"I,",session04-part02.m4a.csv
2145,1:04:23,1:04:24,DM,"you know,",session04-part02.m4a.csv
2146,1:04:24,1:04:25,DM,"every,",session04-part02.m4a.csv
2147,1:04:26,1:04:26,DM,"every,",session04-part02.m4a.csv
2148,1:04:26,1:04:27,DM,"every monk I've ever seen,",session04-part02.m4a.csv
2149,1:04:27,1:04:28,DM,"when they,",session04-part02.m4a.csv
2150,1:04:28,1:04:30,DM,"when they fight in practice,",session04-part02.m4a.csv
2151,1:04:30,1:04:31,DM,they actually practice.,session04-part02.m4a.csv
2152,1:04:31,1:04:31,DM,Yes.,session04-part02.m4a.csv
2153,1:04:32,1:04:32,DM,Right.,session04-part02.m4a.csv
2154,1:04:32,1:04:33,DM,Okay.,session04-part02.m4a.csv
2155,1:04:33,1:04:33,DM,"So,",session04-part02.m4a.csv
2156,1:04:33,1:04:34,DM,"like,",session04-part02.m4a.csv
2157,1:04:34,1:04:35,DM,"all right,",session04-part02.m4a.csv
2158,1:04:35,1:04:35,DM,"then I'm,",session04-part02.m4a.csv
2159,1:04:35,1:04:36,DM,I'm.,session04-part02.m4a.csv
2160,1:04:36,1:04:36,DM,"You're familiar with,",session04-part02.m4a.csv
2161,1:04:36,1:04:37,DM,"like,",session04-part02.m4a.csv
2162,1:04:37,1:04:38,DM,"the bruises and the,",session04-part02.m4a.csv
2163,1:04:38,1:04:38,DM,and the.,session04-part02.m4a.csv
2164,1:04:39,1:04:40,Delmar,That's Udo.,session04-part02.m4a.csv
2165,1:04:40,1:04:41,Delmar,"I am drawing the,",session04-part02.m4a.csv
2166,1:04:41,1:04:44,Delmar,I always forget the name of my weapons.,session04-part02.m4a.csv
2167,1:04:45,1:04:46,Delmar,But he doesn't want to kill you.,session04-part02.m4a.csv
2168,1:04:46,1:04:46,Delmar,I draw my rapier.,session04-part02.m4a.csv
2169,1:04:47,1:04:48,DM,"He doesn't want to kill any of you,",session04-part02.m4a.csv
2170,1:04:48,1:04:49,DM,and he will try not to.,session04-part02.m4a.csv
2171,1:04:49,1:04:50,Delmar,I would know this.,session04-part02.m4a.csv
2172,1:04:50,1:04:52,Delmar,"That's all I'm establishing is,",session04-part02.m4a.csv
2173,1:04:52,1:04:52,Delmar,"like,",session04-part02.m4a.csv
2174,1:04:52,1:04:53,Delmar,"is he,",session04-part02.m4a.csv
2175,1:04:53,1:04:53,Delmar,"like,",session04-part02.m4a.csv
2176,1:04:53,1:04:55,Delmar,drunk and then all of a sudden doesn't hold back because he's drunk?,session04-part02.m4a.csv
2177,1:04:56,1:04:56,Delmar,"Or is it,",session04-part02.m4a.csv
2178,1:04:56,1:04:57,Delmar,"this is just normal,",session04-part02.m4a.csv
2179,1:04:57,1:04:58,Delmar,this is just normal training.,session04-part02.m4a.csv
2180,1:04:58,1:04:59,Delmar,"Okay,",session04-part02.m4a.csv
2181,1:04:59,1:05:00,DM,Gilmore knows this.,session04-part02.m4a.csv
2182,1:05:00,1:05:00,DM,He's drawn into this normal training.,session04-part02.m4a.csv
2183,1:05:01,1:05:01,DM,"Okay,",session04-part02.m4a.csv
2184,1:05:01,1:05:01,DM,good.,session04-part02.m4a.csv
2185,1:05:01,1:05:02,DM,"He's happy that he,",session04-part02.m4a.csv
2186,1:05:02,1:05:02,DM,"you know,",session04-part02.m4a.csv
2187,1:05:03,1:05:03,DM,"kind of seen you guys,",session04-part02.m4a.csv
2188,1:05:03,1:05:05,DM,or his apprentice is alive.,session04-part02.m4a.csv
2189,1:05:06,1:05:06,Speaker 1,"And,",session04-part02.m4a.csv
2190,1:05:07,1:05:07,Speaker 1,"um,",session04-part02.m4a.csv
2191,1:05:07,1:05:08,Speaker 1,yes.,session04-part02.m4a.csv
2192,1:05:09,1:05:10,DM,"So Kyzil,",session04-part02.m4a.csv
2193,1:05:10,1:05:12,DM,I completely lost track of where we were.,session04-part02.m4a.csv
2194,1:05:13,1:05:14,Delmar,He just chucked it at me.,session04-part02.m4a.csv
2195,1:05:15,1:05:15,Delmar,"Yeah,",session04-part02.m4a.csv
2196,1:05:15,1:05:16,Delmar,his turn's finished.,session04-part02.m4a.csv
2197,1:05:16,1:05:17,Delmar,"I took a hit through the second one,",session04-part02.m4a.csv
2198,1:05:17,1:05:18,Delmar,went through my shirt.,session04-part02.m4a.csv
2199,1:05:18,1:05:20,Delmar,I smiled because I burned a luck point.,session04-part02.m4a.csv
2200,1:05:20,1:05:22,Delmar,That was kind of my level up moment.,session04-part02.m4a.csv
2201,1:05:22,1:05:22,Delmar,Yep.,session04-part02.m4a.csv
2202,1:05:22,1:05:22,Delmar,"And,",session04-part02.m4a.csv
2203,1:05:23,1:05:24,Delmar,"oh,",session04-part02.m4a.csv
2204,1:05:24,1:05:25,Delmar,it's now me?,session04-part02.m4a.csv
2205,1:05:25,1:05:25,Speaker 1,Yeah.,session04-part02.m4a.csv
2206,1:05:26,1:05:27,DM,Kyzil is done.,session04-part02.m4a.csv
2207,1:05:27,1:05:27,DM,"Ooh,",session04-part02.m4a.csv
2208,1:05:27,1:05:28,DM,the sun's coming out.,session04-part02.m4a.csv
2209,1:05:28,1:05:30,DM,He made his dagger throw.,session04-part02.m4a.csv
2210,1:05:31,1:05:33,DM,He's not going to do any of his bonus actions.,session04-part02.m4a.csv
2211,1:05:34,1:05:34,DM,All right.,session04-part02.m4a.csv
2212,1:05:34,1:05:35,DM,Yeah.,session04-part02.m4a.csv
2213,1:05:35,1:05:36,DM,"Then I'm going to,",session04-part02.m4a.csv
2214,1:05:36,1:05:37,DM,you know.,session04-part02.m4a.csv
2215,1:05:37,1:05:37,Delmar,And you still got him held there.,session04-part02.m4a.csv
2216,1:05:38,1:05:38,Delmar,Yep.,session04-part02.m4a.csv
2217,1:05:38,1:05:39,Delmar,"As I move in,",session04-part02.m4a.csv
2218,1:05:39,1:05:41,Delmar,"I draw my rapier,",session04-part02.m4a.csv
2219,1:05:41,1:05:42,Delmar,"and it's like,",session04-part02.m4a.csv
2220,1:05:42,1:05:42,Delmar,right side.,session04-part02.m4a.csv
2221,1:05:43,1:05:45,Delmar,This is how monks practice.,session04-part02.m4a.csv
2222,1:05:46,1:05:49,Delmar,And I will close the gap.,session04-part02.m4a.csv
2223,1:05:52,1:05:54,Delmar,And since he's grappled.,session04-part02.m4a.csv
2224,1:05:55,1:05:55,Crissdalyn,"He's,",session04-part02.m4a.csv
2225,1:05:55,1:05:55,Crissdalyn,"well,",session04-part02.m4a.csv
2226,1:05:55,1:05:56,Crissdalyn,flanked.,session04-part02.m4a.csv
2227,1:05:56,1:05:58,Crissdalyn,So you have sneak attack ability now.,session04-part02.m4a.csv
2228,1:05:58,1:05:58,Crissdalyn,"Oh,",session04-part02.m4a.csv
2229,1:05:58,1:05:58,Crissdalyn,yeah.,session04-part02.m4a.csv
2230,1:05:58,1:05:58,Crissdalyn,Yep.,session04-part02.m4a.csv
2231,1:05:59,1:06:00,DM,"So I'm going to go in,",session04-part02.m4a.csv
2232,1:06:00,1:06:02,DM,and I'm going to do my rogue thing.,session04-part02.m4a.csv
2233,1:06:02,1:06:05,DM,Though I think the swashbuckler thing fails because you're holding him.,session04-part02.m4a.csv
2234,1:06:06,1:06:07,DM,"Because it's one-on-one,",session04-part02.m4a.csv
2235,1:06:07,1:06:07,DM,right?,session04-part02.m4a.csv
2236,1:06:09,1:06:39,Delmar,I don't know I've never played yeah it's like as a bonus section you give yourself advantage of the next attack roll and you're provided that you have it moved during this turn after you use it your speed is zero to the end of your current turn during your turn if you make a melee attack against a creature that you can't make opportunity attacks against you for the rest of the turn oh okay so never mind then it is much simpler okay perfect alright and I have oh um but yeah alright you do get it uh,session04-part02.m4a.csv
2237,1:06:39,1:07:12,Delmar,yeah this guy's got a ton a lot of HP alright uh and then what's my movement 30 okay so that's 5 10 15 20 um I'm going to uh yeah I'm going in I'm swinging a hit with a rapier okay oh finally you're taking me serious I'm gonna Burn is my last inspiration because that was better.,session04-part02.m4a.csv
2238,1:07:12,1:07:12,Delmar,"No,",session04-part02.m4a.csv
2239,1:07:12,1:07:13,Delmar,I miss.,session04-part02.m4a.csv
2240,1:07:13,1:07:14,Delmar,I whiff.,session04-part02.m4a.csv
2241,1:07:15,1:07:15,Speaker 1,Uh-oh.,session04-part02.m4a.csv
2242,1:07:17,1:07:18,Delmar,Okay.,session04-part02.m4a.csv
2243,1:07:18,1:07:18,Delmar,"Well,",session04-part02.m4a.csv
2244,1:07:18,1:07:19,Delmar,"yeah,",session04-part02.m4a.csv
2245,1:07:19,1:07:19,Delmar,no.,session04-part02.m4a.csv
2246,1:07:20,1:07:22,Delmar,9 plus 7.,session04-part02.m4a.csv
2247,1:07:22,1:07:23,Delmar,It's not enough.,session04-part02.m4a.csv
2248,1:07:23,1:07:23,Delmar,"No,",session04-part02.m4a.csv
2249,1:07:23,1:07:24,Delmar,21.,session04-part02.m4a.csv
2250,1:07:24,1:07:26,Delmar,I got to roll high for this.,session04-part02.m4a.csv
2251,1:07:27,1:07:29,Delmar,Could I burn my other luck point?,session04-part02.m4a.csv
2252,1:07:30,1:07:30,Delmar,If you want.,session04-part02.m4a.csv
2253,1:07:31,1:07:31,Delmar,Yeah.,session04-part02.m4a.csv
2254,1:07:32,1:07:32,Delmar,Alright.,session04-part02.m4a.csv
2255,1:07:42,1:08:03,Delmar,Damn Wasn't meant to be Alright Okay I go in and I go in to strike him and He's still grappled So I go in and I stab And let's just say I think I know where his body is and I whiff I hit feathers.,session04-part02.m4a.csv
2256,1:08:04,1:08:07,DM,"You're worried about getting Crissdalynn as well,",session04-part02.m4a.csv
2257,1:08:07,1:08:12,DM,so it's very difficult to stab through someone being held in a full Nelson kind of position.,session04-part02.m4a.csv
2258,1:08:13,1:08:13,DM,"Alright,",session04-part02.m4a.csv
2259,1:08:13,1:08:14,DM,and then I will disengage.,session04-part02.m4a.csv
2260,1:08:16,1:08:17,Delmar,Bonus action to disengage.,session04-part02.m4a.csv
2261,1:08:18,1:08:18,Delmar,"Actually,",session04-part02.m4a.csv
2262,1:08:18,1:08:19,Delmar,I get that for free.,session04-part02.m4a.csv
2263,1:08:19,1:08:20,Delmar,I found that out.,session04-part02.m4a.csv
2264,1:08:20,1:08:21,Delmar,It's a fancy version.,session04-part02.m4a.csv
2265,1:08:22,1:08:22,Delmar,"Well,",session04-part02.m4a.csv
2266,1:08:22,1:08:24,Delmar,"even if I back off,",session04-part02.m4a.csv
2267,1:08:24,1:08:25,Delmar,they can't make it into an opportunity.,session04-part02.m4a.csv
2268,1:08:26,1:08:26,Delmar,"So,",session04-part02.m4a.csv
2269,1:08:26,1:08:27,Delmar,um...,session04-part02.m4a.csv
2270,1:08:28,1:08:30,Delmar,Bonus action dash to get more movement.,session04-part02.m4a.csv
2271,1:08:31,1:08:31,DM,"Oh yeah,",session04-part02.m4a.csv
2272,1:08:31,1:08:32,DM,that'd be great.,session04-part02.m4a.csv
2273,1:08:32,1:08:32,DM,Disengage for free.,session04-part02.m4a.csv
2274,1:08:33,1:08:33,Delmar,Yep.,session04-part02.m4a.csv
2275,1:08:33,1:08:34,Delmar,"So I disengage for free,",session04-part02.m4a.csv
